date,state,death
12/13/2020,DC,715
12/13/2020,DE,816
12/13/2020,FL,20133
12/13/2020,GA,10076
12/13/2020,GU,118
12/13/2020,HI,274
12/13/2020,IA,3213
12/13/2020,ID,1169
12/13/2020,IL,15339
12/13/2020,IN,6805
12/13/2020,KS,2072
12/13/2020,KY,2207
12/13/2020,LA,6818
12/13/2020,MA,11349
12/13/2020,MD,5117
12/13/2020,ME,257
12/13/2020,MI,11195
12/13/2020,MN,4444
12/13/2020,MO,4511
12/13/2020,MP,2
12/13/2020,MS,4199
12/13/2020,MT,818
12/13/2020,NC,5823
12/13/2020,ND,1158
12/13/2020,NE,1365
12/13/2020,NH,603
12/13/2020,NJ,17751
12/13/2020,NM,1957
12/13/2020,NV,2539
12/13/2020,NY,27785
12/13/2020,OH,7492
12/13/2020,OK,2064
12/13/2020,OR,1150
12/13/2020,PA,12565
12/13/2020,PR,1272
12/13/2020,RI,1538
12/13/2020,SC,4739
12/13/2020,SD,1259
12/13/2020,TN,5462
12/13/2020,TX,23911
12/13/2020,UT,1055
12/13/2020,VA,4411
12/13/2020,VI,23
12/13/2020,VT,95
12/13/2020,WA,2879
12/13/2020,WI,4339
12/13/2020,WV,968
12/13/2020,WY,321
12/12/2020,AK,176
12/12/2020,AL,4102
12/12/2020,AR,2911
12/12/2020,AS,0
12/12/2020,AZ,7322
12/12/2020,CA,20847
12/12/2020,CO,3871
12/12/2020,CT,5363
12/12/2020,DC,713
12/12/2020,DE,815
12/12/2020,FL,20049
12/12/2020,GA,10075
12/12/2020,GU,117
12/12/2020,HI,271
12/12/2020,IA,3212
12/12/2020,ID,1151
12/12/2020,IL,15232
12/12/2020,IN,6758
12/12/2020,KS,2072
12/12/2020,KY,2192
12/12/2020,LA,6767
12/12/2020,MA,11307
12/12/2020,MD,5100
12/12/2020,ME,257
12/12/2020,MI,11195
12/12/2020,MN,4359
12/12/2020,MO,4503
12/12/2020,MP,2
12/12/2020,MS,4180
12/12/2020,MT,816
12/12/2020,NC,5796
12/12/2020,ND,1158
12/12/2020,NE,1343
12/12/2020,NH,600
12/12/2020,NJ,17732
12/12/2020,NM,1913
12/12/2020,NV,2520
12/12/2020,NY,27675
12/12/2020,OH,7477
12/12/2020,OK,2042
12/12/2020,OR,1138
12/12/2020,PA,12436
12/12/2020,PR,1266
12/12/2020,RI,1526
12/12/2020,SC,4685
12/12/2020,SD,1243
12/12/2020,TN,5400
12/12/2020,TX,23800
12/12/2020,UT,1038
12/12/2020,VA,4409
12/12/2020,VI,23
12/12/2020,VT,95
12/12/2020,WA,2879
12/12/2020,WI,4324
12/12/2020,WV,966
12/12/2020,WY,321
12/11/2020,AK,158
12/11/2020,AL,4086
12/11/2020,AR,2875
12/11/2020,AS,0
12/11/2020,AZ,7245
12/11/2020,CA,20622
12/11/2020,CO,3846
12/11/2020,CT,5363
12/11/2020,DC,709
12/11/2020,DE,807
12/11/2020,FL,19977
12/11/2020,GA,10031
12/11/2020,GU,115
12/11/2020,HI,269
12/11/2020,IA,3197
12/11/2020,ID,1136
12/11/2020,IL,15067
12/11/2020,IN,6673
12/11/2020,KS,2072
12/11/2020,KY,2168
12/11/2020,LA,6767
12/11/2020,MA,11257
12/11/2020,MD,5064
12/11/2020,ME,250
12/11/2020,MI,10965
12/11/2020,MN,4292
12/11/2020,MO,4481
12/11/2020,MP,2
12/11/2020,MS,4124
12/11/2020,MT,805
12/11/2020,NC,5752
12/11/2020,ND,1136
12/11/2020,NE,1329
12/11/2020,NH,590
12/11/2020,NJ,17662
12/11/2020,NM,1889
12/11/2020,NV,2479
12/11/2020,NY,27587
12/11/2020,OH,7426
12/11/2020,OK,2007
12/11/2020,OR,1123
12/11/2020,PA,12235
12/11/2020,PR,1249
12/11/2020,RI,1509
12/11/2020,SC,4673
12/11/2020,SD,1210
12/11/2020,TN,5327
12/11/2020,TX,23551
12/11/2020,UT,1025
12/11/2020,VA,4370
12/11/2020,VI,23
12/11/2020,VT,93
12/11/2020,WA,2850
12/11/2020,WI,4266
12/11/2020,WV,938
12/11/2020,WY,321
12/10/2020,AK,155
12/10/2020,AL,4034
12/10/2020,AR,2820
12/10/2020,AS,0
12/10/2020,AZ,7154
12/10/2020,CA,20463
12/10/2020,CO,3759
12/10/2020,CT,5327
12/10/2020,DC,708
12/10/2020,DE,806
12/10/2020,FL,19851
12/10/2020,GA,9975
12/10/2020,GU,115
12/10/2020,HI,268
12/10/2020,IA,3120
12/10/2020,ID,1103
12/10/2020,IL,14845
12/10/2020,IN,6603
12/10/2020,KS,1941
12/10/2020,KY,2146
12/10/2020,LA,6724
12/10/2020,MA,11209
12/10/2020,MD,5012
12/10/2020,ME,246
12/10/2020,MI,10900
12/10/2020,MN,4198
12/10/2020,MO,4450
12/10/2020,MP,2
12/10/2020,MS,4083
12/10/2020,MT,781
12/10/2020,NC,5714
12/10/2020,ND,1109
12/10/2020,NE,1294
12/10/2020,NH,584
12/10/2020,NJ,17608
12/10/2020,NM,1846
12/10/2020,NV,2434
12/10/2020,NY,27498
12/10/2020,OH,7298
12/10/2020,OK,1980
12/10/2020,OR,1110
12/10/2020,PA,12010
12/10/2020,PR,1238
12/10/2020,RI,1498
12/10/2020,SC,4627
12/10/2020,SD,1177
12/10/2020,TN,5240
12/10/2020,TX,23325
12/10/2020,UT,1016
12/10/2020,VA,4335
12/10/2020,VI,23
12/10/2020,VT,89
12/10/2020,WA,3016
12/10/2020,WI,4209
12/10/2020,WV,921
12/10/2020,WY,299
12/9/2020,AK,150
12/9/2020,AL,3985
12/9/2020,AR,2786
12/9/2020,AS,0
12/9/2020,AZ,7081
12/9/2020,CA,20243
12/9/2020,CO,3639
12/9/2020,CT,5285
12/9/2020,DC,704
12/9/2020,DE,803
12/9/2020,FL,19716
12/9/2020,GA,9921
12/9/2020,GU,113
12/9/2020,HI,266
12/9/2020,IA,3021
12/9/2020,ID,1074
12/9/2020,IL,14613
12/9/2020,IN,6506
12/9/2020,KS,1941
12/9/2020,KY,2118
12/9/2020,LA,6684
12/9/2020,MA,11166
12/9/2020,MD,4962
12/9/2020,ME,246
12/9/2020,MI,10706
12/9/2020,MN,4109
12/9/2020,MO,4383
12/9/2020,MP,2
12/9/2020,MS,4041
12/9/2020,MT,771
12/9/2020,NC,5661
12/9/2020,ND,1086
12/9/2020,NE,1277
12/9/2020,NH,570
12/9/2020,NJ,17542
12/9/2020,NM,1823
12/9/2020,NV,2384
12/9/2020,NY,27404
12/9/2020,OH,7187
12/9/2020,OK,1945
12/9/2020,OR,1080
12/9/2020,PA,11762
12/9/2020,PR,1219
12/9/2020,RI,1484
12/9/2020,SC,4612
12/9/2020,SD,1147
12/9/2020,TN,5171
12/9/2020,TX,23081
12/9/2020,UT,995
12/9/2020,VA,4281
12/9/2020,VI,23
12/9/2020,VT,86
12/9/2020,WA,2967
12/9/2020,WI,4142
12/9/2020,WV,901
12/9/2020,WY,299
12/8/2020,AK,146
12/8/2020,AL,3942
12/8/2020,AR,2752
12/8/2020,AS,0
12/8/2020,AZ,6973
12/8/2020,CA,20047
12/8/2020,CO,3372
12/8/2020,CT,5242
12/8/2020,DC,701
12/8/2020,DE,803
12/8/2020,FL,19627
12/8/2020,GA,9873
12/8/2020,GU,113
12/8/2020,HI,262
12/8/2020,IA,2919
12/8/2020,ID,1055
12/8/2020,IL,14384
12/8/2020,IN,6410
12/8/2020,KS,1856
12/8/2020,KY,2102
12/8/2020,LA,6652
12/8/2020,MA,11076
12/8/2020,MD,4916
12/8/2020,ME,239
12/8/2020,MI,10625
12/8/2020,MN,4027
12/8/2020,MO,4355
12/8/2020,MP,2
12/8/2020,MS,4017
12/8/2020,MT,763
12/8/2020,NC,5605
12/8/2020,ND,1070
12/8/2020,NE,1236
12/8/2020,NH,566
12/8/2020,NJ,17426
12/8/2020,NM,1789
12/8/2020,NV,2359
12/8/2020,NY,27307
12/8/2020,OH,7103
12/8/2020,OK,1922
12/8/2020,OR,1045
12/8/2020,PA,11542
12/8/2020,PR,1206
12/8/2020,RI,1470
12/8/2020,SC,4585
12/8/2020,SD,1111
12/8/2020,TN,5109
12/8/2020,TX,22808
12/8/2020,UT,972
12/8/2020,VA,4260
12/8/2020,VI,23
12/8/2020,VT,85
12/8/2020,WA,2941
12/8/2020,WI,4054
12/8/2020,WV,870
12/8/2020,WY,280
12/7/2020,AK,146
12/7/2020,AL,3892
12/7/2020,AR,2713
12/7/2020,AS,0
12/7/2020,AZ,6950
12/7/2020,CA,19935
12/7/2020,CO,3358
12/7/2020,CT,5224
12/7/2020,DC,701
12/7/2020,DE,793
12/7/2020,FL,19529
12/7/2020,GA,9851
12/7/2020,GU,113
12/7/2020,HI,262
12/7/2020,IA,2718
12/7/2020,ID,1035
12/7/2020,IL,14216
12/7/2020,IN,6284
12/7/2020,KS,1856
12/7/2020,KY,2082
12/7/2020,LA,6607
12/7/2020,MA,11035
12/7/2020,MD,4865
12/7/2020,ME,227
12/7/2020,MI,10422
12/7/2020,MN,4005
12/7/2020,MO,4194
12/7/2020,MP,2
12/7/2020,MS,3961
12/7/2020,MT,742
12/7/2020,NC,5560
12/7/2020,ND,1028
12/7/2020,NE,1205
12/7/2020,NH,566
12/7/2020,NJ,17336
12/7/2020,NM,1756
12/7/2020,NV,2319
12/7/2020,NY,27232
12/7/2020,OH,7022
12/7/2020,OK,1911
12/7/2020,OR,1033
12/7/2020,PA,11373
12/7/2020,PR,1203
12/7/2020,RI,1448
12/7/2020,SC,4579
12/7/2020,SD,1110
12/7/2020,TN,5009
12/7/2020,TX,22627
12/7/2020,UT,949
12/7/2020,VA,4208
12/7/2020,VI,23
12/7/2020,VT,81
12/7/2020,WA,2925
12/7/2020,WI,3973
12/7/2020,WV,841
12/7/2020,WY,280
12/6/2020,AK,143
12/6/2020,AL,3889
12/6/2020,AR,2660
12/6/2020,AS,0
12/6/2020,AZ,6950
12/6/2020,CA,19876
12/6/2020,CO,3356
12/6/2020,CT,5146
12/6/2020,DC,697
12/6/2020,DE,793
12/6/2020,FL,19423
12/6/2020,GA,9806
12/6/2020,GU,113
12/6/2020,HI,262
12/6/2020,IA,2683
12/6/2020,ID,1032
12/6/2020,IL,14116
12/6/2020,IN,6242
12/6/2020,KS,1786
12/6/2020,KY,2072
12/6/2020,LA,6584
12/6/2020,MA,11004
12/6/2020,MD,4846
12/6/2020,ME,227
12/6/2020,MI,10321
12/6/2020,MN,3984
12/6/2020,MO,4192
12/6/2020,MP,2
12/6/2020,MS,3961
12/6/2020,MT,736
12/6/2020,NC,5543
12/6/2020,ND,1019
12/6/2020,NE,1194
12/6/2020,NH,564
12/6/2020,NJ,17321
12/6/2020,NM,1749
12/6/2020,NV,2315
12/6/2020,NY,27149
12/6/2020,OH,6959
12/6/2020,OK,1896
12/6/2020,OR,1027
12/6/2020,PA,11331
12/6/2020,PR,1192
12/6/2020,RI,1437
12/6/2020,SC,4566
12/6/2020,SD,1110
12/6/2020,TN,4943
12/6/2020,TX,22594
12/6/2020,UT,939
12/6/2020,VA,4200
12/6/2020,VI,23
12/6/2020,VT,79
12/6/2020,WA,2925
12/6/2020,WI,3952
12/6/2020,WV,838
12/6/2020,WY,257
12/5/2020,AK,143
12/5/2020,AL,3877
12/5/2020,AR,2620
12/5/2020,AS,0
12/5/2020,AZ,6925
12/5/2020,CA,19791
12/5/2020,CO,3357
12/5/2020,CT,5146
12/5/2020,DC,695
12/5/2020,DE,782
12/5/2020,FL,19327
12/5/2020,GA,9793
12/5/2020,GU,113
12/5/2020,HI,261
12/5/2020,IA,2667
12/5/2020,ID,1032
12/5/2020,IL,14017
12/5/2020,IN,6207
12/5/2020,KS,1786
12/5/2020,KY,2062
12/5/2020,LA,6548
12/5/2020,MA,10953
12/5/2020,MD,4820
12/5/2020,ME,227
12/5/2020,MI,10321
12/5/2020,MN,3920
12/5/2020,MO,4181
12/5/2020,MP,2
12/5/2020,MS,3949
12/5/2020,MT,734
12/5/2020,NC,5516
12/5/2020,ND,1013
12/5/2020,NE,1186
12/5/2020,NH,559
12/5/2020,NJ,17306
12/5/2020,NM,1738
12/5/2020,NV,2301
12/5/2020,NY,27089
12/5/2020,OH,6946
12/5/2020,OK,1874
12/5/2020,OR,1003
12/5/2020,PA,11262
12/5/2020,PR,1185
12/5/2020,RI,1429
12/5/2020,SC,4517
12/5/2020,SD,1091
12/5/2020,TN,4905
12/5/2020,TX,22502
12/5/2020,UT,939
12/5/2020,VA,4197
12/5/2020,VI,23
12/5/2020,VT,79
12/5/2020,WA,2925
12/5/2020,WI,3934
12/5/2020,WV,829
12/5/2020,WY,257
12/4/2020,AK,142
12/4/2020,AL,3831
12/4/2020,AR,2586
12/4/2020,AS,0
12/4/2020,AZ,6885
12/4/2020,CA,19582
12/4/2020,CO,3338
12/4/2020,CT,5146
12/4/2020,DC,693
12/4/2020,DE,782
12/4/2020,FL,19236
12/4/2020,GA,9725
12/4/2020,GU,113
12/4/2020,HI,256
12/4/2020,IA,2605
12/4/2020,ID,1014
12/4/2020,IL,13782
12/4/2020,IN,6122
12/4/2020,KS,1786
12/4/2020,KY,2039
12/4/2020,LA,6548
12/4/2020,MA,10910
12/4/2020,MD,4790
12/4/2020,ME,224
12/4/2020,MI,10117
12/4/2020,MN,3845
12/4/2020,MO,4122
12/4/2020,MP,2
12/4/2020,MS,3916
12/4/2020,MT,727
12/4/2020,NC,5467
12/4/2020,ND,995
12/4/2020,NE,1159
12/4/2020,NH,552
12/4/2020,NJ,17255
12/4/2020,NM,1706
12/4/2020,NV,2272
12/4/2020,NY,27017
12/4/2020,OH,6882
12/4/2020,OK,1860
12/4/2020,OR,973
12/4/2020,PA,11113
12/4/2020,PR,1173
12/4/2020,RI,1413
12/4/2020,SC,4496
12/4/2020,SD,1064
12/4/2020,TN,4876
12/4/2020,TX,22255
12/4/2020,UT,925
12/4/2020,VA,4160
12/4/2020,VI,23
12/4/2020,VT,77
12/4/2020,WA,2900
12/4/2020,WI,3842
12/4/2020,WV,799
12/4/2020,WY,257
12/3/2020,AK,130
12/3/2020,AL,3776
12/3/2020,AR,2555
12/3/2020,AS,0
12/3/2020,AZ,6821
12/3/2020,CA,19437
12/3/2020,CO,3320
12/3/2020,CT,5111
12/3/2020,DC,692
12/3/2020,DE,779
12/3/2020,FL,19112
12/3/2020,GA,9648
12/3/2020,GU,112
12/3/2020,HI,246
12/3/2020,IA,2522
12/3/2020,ID,991
12/3/2020,IL,13625
12/3/2020,IN,6033
12/3/2020,KS,1679
12/3/2020,KY,2014
12/3/2020,LA,6524
12/3/2020,MA,10874
12/3/2020,MD,4764
12/3/2020,ME,220
12/3/2020,MI,10035
12/3/2020,MN,3784
12/3/2020,MO,4102
12/3/2020,MP,2
12/3/2020,MS,3879
12/3/2020,MT,722
12/3/2020,NC,5410
12/3/2020,ND,983
12/3/2020,NE,1128
12/3/2020,NH,544
12/3/2020,NJ,17209
12/3/2020,NM,1673
12/3/2020,NV,2249
12/3/2020,NY,26955
12/3/2020,OH,6753
12/3/2020,OK,1836
12/3/2020,OR,953
12/3/2020,PA,10944
12/3/2020,PR,1155
12/3/2020,RI,1400
12/3/2020,SC,4466
12/3/2020,SD,1033
12/3/2020,TN,4781
12/3/2020,TX,22000
12/3/2020,UT,917
12/3/2020,VA,4147
12/3/2020,VI,23
12/3/2020,VT,75
12/3/2020,WA,2850
12/3/2020,WI,3773
12/3/2020,WV,789
12/3/2020,WY,257
12/2/2020,AK,122
12/2/2020,AL,3711
12/2/2020,AR,2522
12/2/2020,AS,0
12/2/2020,AZ,6739
12/2/2020,CA,19324
12/2/2020,CO,3193
12/2/2020,CT,5091
12/2/2020,DC,690
12/2/2020,DE,779
12/2/2020,FL,19012
12/2/2020,GA,9567
12/2/2020,GU,112
12/2/2020,HI,244
12/2/2020,IA,2449
12/2/2020,ID,960
12/2/2020,IL,13397
12/2/2020,IN,5973
12/2/2020,KS,1679
12/2/2020,KY,1980
12/2/2020,LA,6501
12/2/2020,MA,10824
12/2/2020,MD,4715
12/2/2020,ME,218
12/2/2020,MI,9842
12/2/2020,MN,3692
12/2/2020,MO,4043
12/2/2020,MP,2
12/2/2020,MS,3851
12/2/2020,MT,713
12/2/2020,NC,5366
12/2/2020,ND,972
12/2/2020,NE,1080
12/2/2020,NH,537
12/2/2020,NJ,17145
12/2/2020,NM,1629
12/2/2020,NV,2201
12/2/2020,NY,26889
12/2/2020,OH,6671
12/2/2020,OK,1812
12/2/2020,OR,936
12/2/2020,PA,10757
12/2/2020,PR,1144
12/2/2020,RI,1391
12/2/2020,SC,4444
12/2/2020,SD,995
12/2/2020,TN,4688
12/2/2020,TX,21756
12/2/2020,UT,906
12/2/2020,VA,4113
12/2/2020,VI,23
12/2/2020,VT,74
12/2/2020,WA,2805
12/2/2020,WI,3703
12/2/2020,WV,778
12/2/2020,WY,230
12/1/2020,AK,122
12/1/2020,AL,3638
12/1/2020,AR,2512
12/1/2020,AS,0
12/1/2020,AZ,6687
12/1/2020,CA,19211
12/1/2020,CO,3109
12/1/2020,CT,5040
12/1/2020,DC,685
12/1/2020,DE,777
12/1/2020,FL,18916
12/1/2020,GA,9515
12/1/2020,GU,112
12/1/2020,HI,244
12/1/2020,IA,2431
12/1/2020,ID,929
12/1/2020,IL,13131
12/1/2020,IN,5864
12/1/2020,KS,1560
12/1/2020,KY,1943
12/1/2020,LA,6455
12/1/2020,MA,10778
12/1/2020,MD,4673
12/1/2020,ME,214
12/1/2020,MI,9759
12/1/2020,MN,3615
12/1/2020,MO,4006
12/1/2020,MP,2
12/1/2020,MS,3836
12/1/2020,MT,698
12/1/2020,NC,5284
12/1/2020,ND,960
12/1/2020,NE,1018
12/1/2020,NH,528
12/1/2020,NJ,17083
12/1/2020,NM,1589
12/1/2020,NV,2166
12/1/2020,NY,26816
12/1/2020,OH,6548
12/1/2020,OK,1758
12/1/2020,OR,912
12/1/2020,PA,10563
12/1/2020,PR,1122
12/1/2020,RI,1380
12/1/2020,SC,4404
12/1/2020,SD,948
12/1/2020,TN,4638
12/1/2020,TX,21549
12/1/2020,UT,890
12/1/2020,VA,4093
12/1/2020,VI,23
12/1/2020,VT,72
12/1/2020,WA,2774
12/1/2020,WI,3611
12/1/2020,WV,758
12/1/2020,WY,230
11/30/2020,AK,121
11/30/2020,AL,3578
11/30/2020,AR,2502
11/30/2020,AS,0
11/30/2020,AZ,6639
11/30/2020,CA,19141
11/30/2020,CO,3037
11/30/2020,CT,5020
11/30/2020,DC,680
11/30/2020,DE,772
11/30/2020,FL,18834
11/30/2020,GA,9452
11/30/2020,GU,112
11/30/2020,HI,244
11/30/2020,IA,2403
11/30/2020,ID,920
11/30/2020,IL,12985
11/30/2020,IN,5723
11/30/2020,KS,1560
11/30/2020,KY,1908
11/30/2020,LA,6420
11/30/2020,MA,10748
11/30/2020,MD,4641
11/30/2020,ME,194
11/30/2020,MI,9564
11/30/2020,MN,3593
11/30/2020,MO,3829
11/30/2020,MP,2
11/30/2020,MS,3807
11/30/2020,MT,681
11/30/2020,NC,5261
11/30/2020,ND,933
11/30/2020,NE,989
11/30/2020,NH,526
11/30/2020,NJ,16993
11/30/2020,NM,1568
11/30/2020,NV,2144
11/30/2020,NY,26747
11/30/2020,OH,6429
11/30/2020,OK,1743
11/30/2020,OR,905
11/30/2020,PA,10383
11/30/2020,PR,1106
11/30/2020,RI,1373
11/30/2020,SC,4381
11/30/2020,SD,946
11/30/2020,TN,4602
11/30/2020,TX,21379
11/30/2020,UT,871
11/30/2020,VA,4062
11/30/2020,VI,23
11/30/2020,VT,69
11/30/2020,WA,2703
11/30/2020,WI,3494
11/30/2020,WV,735
11/30/2020,WY,215
11/29/2020,AK,121
11/29/2020,AL,3577
11/29/2020,AR,2470
11/29/2020,AS,0
11/29/2020,AZ,6634
11/29/2020,CA,19121
11/29/2020,CO,3003
11/29/2020,CT,4961
11/29/2020,DC,680
11/29/2020,DE,770
11/29/2020,FL,18736
11/29/2020,GA,9442
11/29/2020,GU,112
11/29/2020,HI,244
11/29/2020,IA,2367
11/29/2020,ID,913
11/29/2020,IL,12882
11/29/2020,IN,5685
11/29/2020,KS,1529
11/29/2020,KY,1896
11/29/2020,LA,6407
11/29/2020,MA,10722
11/29/2020,MD,4625
11/29/2020,ME,191
11/29/2020,MI,9467
11/29/2020,MN,3578
11/29/2020,MO,3823
11/29/2020,MP,2
11/29/2020,MS,3806
11/29/2020,MT,671
11/29/2020,NC,5240
11/29/2020,ND,921
11/29/2020,NE,989
11/29/2020,NH,526
11/29/2020,NJ,16978
11/29/2020,NM,1540
11/29/2020,NV,2136
11/29/2020,NY,26690
11/29/2020,OH,6399
11/29/2020,OK,1736
11/29/2020,OR,896
11/29/2020,PA,10351
11/29/2020,PR,1094
11/29/2020,RI,1365
11/29/2020,SC,4353
11/29/2020,SD,943
11/29/2020,TN,4554
11/29/2020,TX,21357
11/29/2020,UT,868
11/29/2020,VA,4058
11/29/2020,VI,23
11/29/2020,VT,67
11/29/2020,WA,2703
11/29/2020,WI,3487
11/29/2020,WV,729
11/29/2020,WY,215
11/28/2020,AK,121
11/28/2020,AL,3572
11/28/2020,AR,2449
11/28/2020,AS,0
11/28/2020,AZ,6624
11/28/2020,CA,19089
11/28/2020,CO,2983
11/28/2020,CT,4961
11/28/2020,DC,678
11/28/2020,DE,763
11/28/2020,FL,18677
11/28/2020,GA,9424
11/28/2020,GU,112
11/28/2020,HI,240
11/28/2020,IA,2360
11/28/2020,ID,909
11/28/2020,IL,12838
11/28/2020,IN,5663
11/28/2020,KS,1529
11/28/2020,KY,1885
11/28/2020,LA,6391
11/28/2020,MA,10676
11/28/2020,MD,4602
11/28/2020,ME,191
11/28/2020,MI,9467
11/28/2020,MN,3521
11/28/2020,MO,3817
11/28/2020,MP,2
11/28/2020,MS,3779
11/28/2020,MT,669
11/28/2020,NC,5219
11/28/2020,ND,921
11/28/2020,NE,984
11/28/2020,NH,523
11/28/2020,NJ,16965
11/28/2020,NM,1527
11/28/2020,NV,2119
11/28/2020,NY,26632
11/28/2020,OH,6378
11/28/2020,OK,1717
11/28/2020,OR,885
11/28/2020,PA,10275
11/28/2020,PR,1083
11/28/2020,RI,1363
11/28/2020,SC,4346
11/28/2020,SD,942
11/28/2020,TN,4541
11/28/2020,TX,21309
11/28/2020,UT,863
11/28/2020,VA,4054
11/28/2020,VI,23
11/28/2020,VT,67
11/28/2020,WA,2703
11/28/2020,WI,3464
11/28/2020,WV,718
11/28/2020,WY,215
11/27/2020,AK,119
11/27/2020,AL,3572
11/27/2020,AR,2436
11/27/2020,AS,0
11/27/2020,AZ,6588
11/27/2020,CA,19033
11/27/2020,CO,2977
11/27/2020,CT,4961
11/27/2020,DC,677
11/27/2020,DE,763
11/27/2020,FL,18596
11/27/2020,GA,9380
11/27/2020,GU,112
11/27/2020,HI,240
11/27/2020,IA,2352
11/27/2020,ID,895
11/27/2020,IL,12686
11/27/2020,IN,5594
11/27/2020,KS,1529
11/27/2020,KY,1871
11/27/2020,LA,6391
11/27/2020,MA,10635
11/27/2020,MD,4569
11/27/2020,ME,190
11/27/2020,MI,9357
11/27/2020,MN,3476
11/27/2020,MO,3809
11/27/2020,MP,2
11/27/2020,MS,3769
11/27/2020,MT,657
11/27/2020,NC,5210
11/27/2020,ND,908
11/27/2020,NE,982
11/27/2020,NH,517
11/27/2020,NJ,16942
11/27/2020,NM,1504
11/27/2020,NV,2095
11/27/2020,NY,26588
11/27/2020,OH,6346
11/27/2020,OK,1704
11/27/2020,OR,882
11/27/2020,PA,10234
11/27/2020,PR,1076
11/27/2020,RI,1346
11/27/2020,SC,4346
11/27/2020,SD,888
11/27/2020,TN,4526
11/27/2020,TX,21207
11/27/2020,UT,849
11/27/2020,VA,4044
11/27/2020,VI,23
11/27/2020,VT,67
11/27/2020,WA,2704
11/27/2020,WI,3434
11/27/2020,WV,712
11/27/2020,WY,215
11/26/2020,AK,119
11/26/2020,AL,3572
11/26/2020,AR,2436
11/26/2020,AS,0
11/26/2020,AZ,6568
11/26/2020,CA,18979
11/26/2020,CO,2957
11/26/2020,CT,4926
11/26/2020,DC,677
11/26/2020,DE,761
11/26/2020,FL,18482
11/26/2020,GA,9336
11/26/2020,GU,111
11/26/2020,HI,237
11/26/2020,IA,2312
11/26/2020,ID,895
11/26/2020,IL,12596
11/26/2020,IN,5561
11/26/2020,KS,1503
11/26/2020,KY,1835
11/26/2020,LA,6350
11/26/2020,MA,10604
11/26/2020,MD,4547
11/26/2020,ME,190
11/26/2020,MI,9170
11/26/2020,MN,3375
11/26/2020,MO,3808
11/26/2020,MP,2
11/26/2020,MS,3763
11/26/2020,MT,658
11/26/2020,NC,5138
11/26/2020,ND,903
11/26/2020,NE,978
11/26/2020,NH,514
11/26/2020,NJ,16925
11/26/2020,NM,1469
11/26/2020,NV,2093
11/26/2020,NY,26549
11/26/2020,OH,6274
11/26/2020,OK,1680
11/26/2020,OR,867
11/26/2020,PA,10213
11/26/2020,PR,1069
11/26/2020,RI,1342
11/26/2020,SC,4317
11/26/2020,SD,849
11/26/2020,TN,4519
11/26/2020,TX,21156
11/26/2020,UT,834
11/26/2020,VA,4029
11/26/2020,VI,23
11/26/2020,VT,64
11/26/2020,WA,2704
11/26/2020,WI,3415
11/26/2020,WV,712
11/26/2020,WY,215
11/25/2020,AK,116
11/25/2020,AL,3532
11/25/2020,AR,2425
11/25/2020,AS,0
11/25/2020,AZ,6524
11/25/2020,CA,18875
11/25/2020,CO,2906
11/25/2020,CT,4926
11/25/2020,DC,677
11/25/2020,DE,760
11/25/2020,FL,18482
11/25/2020,GA,9297
11/25/2020,GU,109
11/25/2020,HI,235
11/25/2020,IA,2271
11/25/2020,ID,874
11/25/2020,IL,12440
11/25/2020,IN,5498
11/25/2020,KS,1503
11/25/2020,KY,1835
11/25/2020,LA,6350
11/25/2020,MA,10604
11/25/2020,MD,4518
11/25/2020,ME,190
11/25/2020,MI,9170
11/25/2020,MN,3375
11/25/2020,MO,3776
11/25/2020,MP,2
11/25/2020,MS,3745
11/25/2020,MT,652
11/25/2020,NC,5138
11/25/2020,ND,893
11/25/2020,NE,950
11/25/2020,NH,514
11/25/2020,NJ,16886
11/25/2020,NM,1451
11/25/2020,NV,2071
11/25/2020,NY,26482
11/25/2020,OH,6274
11/25/2020,OK,1680
11/25/2020,OR,847
11/25/2020,PA,10095
11/25/2020,PR,1052
11/25/2020,RI,1335
11/25/2020,SC,4317
11/25/2020,SD,849
11/25/2020,TN,4466
11/25/2020,TX,20950
11/25/2020,UT,834
11/25/2020,VA,4008
11/25/2020,VI,23
11/25/2020,VT,64
11/25/2020,WA,2690
11/25/2020,WI,3343
11/25/2020,WV,695
11/25/2020,WY,215
11/24/2020,AK,116
11/24/2020,AL,3472
11/24/2020,AR,2405
11/24/2020,AS,0
11/24/2020,AZ,6515
11/24/2020,CA,18769
11/24/2020,CO,2860
11/24/2020,CT,4881
11/24/2020,DC,673
11/24/2020,DE,757
11/24/2020,FL,18383
11/24/2020,GA,9221
11/24/2020,GU,107
11/24/2020,HI,233
11/24/2020,IA,2226
11/24/2020,ID,866
11/24/2020,IL,12262
11/24/2020,IN,5435
11/24/2020,KS,1456
11/24/2020,KY,1809
11/24/2020,LA,6323
11/24/2020,MA,10551
11/24/2020,MD,4481
11/24/2020,ME,189
11/24/2020,MI,9094
11/24/2020,MN,3303
11/24/2020,MO,3750
11/24/2020,MP,2
11/24/2020,MS,3729
11/24/2020,MT,630
11/24/2020,NC,5074
11/24/2020,ND,889
11/24/2020,NE,934
11/24/2020,NH,513
11/24/2020,NJ,16819
11/24/2020,NM,1428
11/24/2020,NV,2047
11/24/2020,NY,26441
11/24/2020,OH,6118
11/24/2020,OK,1664
11/24/2020,OR,826
11/24/2020,PA,9951
11/24/2020,PR,1038
